"DBID"	"LabID"	"OthLabID"	"OthDateCode"	"Problems"	"CRA"	"Error"	"DC13"	"OthMeasures"	"DateMethod"	"Material"	"Species"	"SiteName"	"SiteContext"	"CulturalPeriod"	"SitePhase"	"SiteType"	"AdminRegion"	"Country"	"Longitude"	"Latitude"	"Comments"	"Source"
1854	"Ly-6013"	"SacA-15582"			5455	30				"fruit (charred)"	""	"Dikili Tash"	"SID:6022-005. Sector 6, Unit 6022, alt:63.90-63.75"	"Late Neolithic"	"Dikili Tash Iic"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"Maniatisetal2014;Maniatisetal2016"
1855	"Ly-6014"	"SacA-15583"			5455	30				"charcoal"	""	"Dikili Tash"	"SID:6059-001. Sector 6, Unit 6059, alt:63.76-63.81"	"Early Bronze Age"	"Dikili Tash IIIa"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"Maniatisetal2014;Maniatisetal2016"
1856	"Ly-6015"	"SacA-15584"			3020	30				"fruit (charred)"	""	"Dikili Tash"	"SID:7169-001. Sector 7, Unit 7169, alt:67.93"	"Late Bronze Age"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"Maniatisetal2016"
1857	"Ly-6016"	"SacA-15585"			3075	30				"charcoal"	""	"Dikili Tash"	"SID:7159-001. Sector 7, Unit 7159, alt:68.26-68.42"	"Late Bronze Age"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"Maniatisetal2016"
1858	"Ly-6017"	"SacA-15586"			3100	30				"charcoal"	""	"Dikili Tash"	"SID:7092-005. Sector 7, Unit 7092, alt:68.05-68.10"	"Late Bronze Age"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"Maniatisetal2016"
1859	"Ly-6018"	"SacA-18606"			230	30				"fruit (charred)"	""	"Dikili Tash"	"SID:7118-003. Sector 7, Unit 7118, alt:70"	"Byzantine"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"Maniatisetal2016"
1860	"Ly-6019"	"SacA-18607"			3065	35				"charcoal"	""	"Dikili Tash"	"SID:7150-002. Sector 7, Unit 7150, alt:68.68"	"Late Bronze Age"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"Maniatisetal2016"
1861	"Ly-6020"	"SacA-18608"			225	30				"fruit (charred)"	""	"Dikili Tash"	"SID:7126-009. Sector 7, Unit 7126, pit 7-025, alt:70"	"Ottoman"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"Maniatisetal2016"
1862	"Ly-6021"	"SacA-15590"			6850	35				"grain (charred)"	"Cerealia"	"Dispilio. Kastoria"	"SID:1183. NW area, Square D172, d:1.13"	"Final Neolithic?"		"settlement"	"Western Macedonia"	"GR"	"21.2879"	"40.48914"		"Maniatisetal2016"
1863	"Ly-6022"			"Environmental"	4270	30				"wood (twig)"	""	"Fidokoryphi"	"Core FC1. Ech. FC1-6, d:5.36"	""		"landscape"	"Central Macedonia"	"GR"	"23.815303"	"40.91468"		"Lespezetal2016"
1864	"Ly-6023"			"Environmental"	4775	30				"wood (twig)"	""	"Fidokoryphi"	"Core FC1. Ech. FC1-7, d:6.90"	""		"landscape"	"Central Macedonia"	"GR"	"23.815303"	"40.91468"		"Lespezetal2016"
1865	"Ly-6024"			"Environmental"	1920	30				"plant matter"	""	"Fidokoryphi"	"Core FC2. Ech. FC2-5, d:4.25"	""		"landscape"	"Central Macedonia"	"GR"	"23.815303"	"40.91468"		"Lespezetal2016"
1866	"Ly-6025"			"Environmental"	6275	35				"plant matter"	""	"Fidokoryphi"	"Core FC2. Ech. FC2-10, d:9.86"	""		"landscape"	"Central Macedonia"	"GR"	"23.815303"	"40.91468"		"Lespezetal2016"
1867	"Ly-6026"			"Environmental"	1215	30				"plant matter"	""	"Fidokoryphi"	"Core FC3. Ech. FC3-3, d:2.64"	""		"landscape"	"Central Macedonia"	"GR"	"23.815303"	"40.91468"		"Lespezetal2016"
1868	"Ly-6028"	"SacA-15597"			5570	35				"charcoal"	""	"Kryoneri. Nea Kerdyllia"	"SID:D801. Sector VI, Square Ι-T/11-13, alt:17.29"	"Late Neolithic II"	"Dikili Tash II;Sitagroi III"	"settlement"	"Central Macedonia"	"GR"	"23.826767"	"40.838396"		"CDRC2016;Maniatisetal2014;Maniatisetal2016"
1869	"Ly-6029"	"SacA-15598"		"DateConflict"	3925	30				"charcoal"	""	"Kryoneri. Nea Kerdyllia"	"SID:D799. Sector III, Square ΙΑ-ΙΒ/2-3, alt:12.69"	"Early Bronze Age II-III"	"Dikili Tash IIb;Sitagroi V"	"settlement"	"Central Macedonia"	"GR"	"23.826767"	"40.838396"	"CDRC 2016 reports date as 3825"	"CDRC2016;Maniatisetal2014;Maniatisetal2016"
1870	"Ly-6030"				3810					""	""	"Kryoneri. Nea Kerdyllia"		""		"settlement"	"Central Macedonia"	"GR"	"23.826767"	"40.838396"		"CDRC2016"
1871	"Ly-6031"				4395					""	""	"Kryoneri. Nea Kerdyllia"		""		"settlement"	"Central Macedonia"	"GR"	"23.826767"	"40.838396"		"CDRC2016"
1872	"Ly-6392"			"Environmental"	5135	35				"plant matter"	""	"Fidokoryphi"	"Core FC1. Ech. FC1-8, d:7.80-7.82"	""		"landscape"	"Central Macedonia"	"GR"	"23.815303"	"40.91468"		"Lespezetal2016"
1873	"Ly-6393"			"Withdrawn;Environmental"	5095	35				"pollen"	""	"Fidokoryphi"	"Core FC1. Ech. FC1-10, d:9.92-9.95"	""		"landscape"	"Central Macedonia"	"GR"	"23.815303"	"40.91468"		"Lespezetal2016"
1874	"Ly-6468"	"SacA-17888"			6990	40				"charcoal"	""	"Sykeon"	"SID:17. DA3, Square 29, Unit 29, d:3.03"	"Middle Neolithic"		"settlement"	"Thessaly"	"GR"	"22.203175"	"39.471299"		"Maniatisetal2016"
1875	"Ly-6469"	"SacA-17889"			3465	30				"bone"	"Homo sapiens"	"Prodromos III (Magoula Agios Ioannis). Karditsa"	"SID:3. Square 21/22/29, Grave 2"	"post-Neolithic"		"settlement"	"Thessaly"	"GR"	"21.981079"	"39.372355"		"Maniatisetal2016"
1876	"Ly-6946"			"DateConflict?"	6940	60	"3.83"			"carbonate"	""	"Limni Vougliameni"	"N?5"	"Neolithic"		"site"	"Attica"	"GR"	"23.855278"	"37.895541"	"Sample Date:1995;Dequilloux et al 2014 report date from Jau Dignac et Loirac. France: 659-773 AD"	"Deguillouxetal2014;Pinhasietal2005"
1877	"Ly-7022"	"SacA-19573"			4355	35				"charcoal"	""	"Sidirokastro-Katarraktes"	"SID:AN-38a. Trench E4, Layer 3, buildingB4, alt 96.85"	"Early Bronze Age I"	"Dikili Tash IIIa"	"cave"	"Central Macedonia"	"GR"	"23.411259"	"41.268107"	"Same sample as 38"	"ArvanitiManiatis2018;Maniatis2014;Maniatisetal2014;Maniatisetal2016;MyteletsisSyros2010"
1878	"Ly-7112"			"Environmental"	536	75				"sediment (organic-rich. clay)"	""	"Mallia"	"Core C6. d:1.83-2.04"	"Venetian"		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"	"borehole in Malia marsh"	"Dalongeville2001;Lespezetal2001;Lespezetal2003"
1879	"Ly-7113"			"Environmental"	1910	70				"sediment (organic-rich. clay)"	""	"Mallia"	"Core C6. d:2.16-2.20"	"Roman"		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"	"borehole in Malia marsh"	"Dalongeville2001;Lespezetal2001;Lespezetal2003"
1880	"Ly-7114"			"Environmental"	1770	55				"sediment (organic-rich. clay)"	""	"Mallia"	"Core C6. d:2.70-2.77"	"Roman"		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"	"borehole in Malia marsh"	"Dalongeville2001;Lespezetal2001;Lespezetal2003"
1881	"Ly-7115"			"Environmental"	2020	70				"sediment (organic-rich. clay)"	""	"Mallia"	"Core C6. d:2.95-2.99"	"Roman"		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"	"borehole in Malia marsh"	"Dalongeville2001;Lespezetal2001;Lespezetal2003"
1882	"Ly-7116"			"Environmental"	3340	50				"peat"	""	"Mallia"	"Core C6. d:3.74-3.77"	"Bronze Age"		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"	"borehole in Malia marsh"	"Dalongeville2001;Lespezetal2001;Lespezetal2003"
1883	"Ly-7117"			"Environmental"	3790	45				"plant matter"	""	"Mallia"	"Core C6. d:3.99-4.09"	"Bronze Age"		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"	"borehole in Malia marsh"	"Dalongeville2001;Lespezetal2001;Lespezetal2003"
1884	"Ly-7118"			"Environmental"	3955	50				"charcoal"	""	"Mallia"	"Core C6. d:4.15-4.20"	"Bronze Age"		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"	"borehole in Malia marsh"	"Dalongeville2001;Lespezetal2001;Lespezetal2003"
1885	"Ly-7119"			"Environmental"	5080	65				"sediment (organic-rich. clay)"	""	"Mallia"	"Core C6. d:4.82-4.84"	"Neolithic"		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"	"borehole in Malia marsh"	"Dalongeville2001;Lespezetal2001;Lespezetal2003"
1886	"Ly-7120"			"Environmental"	5210	55				"sediment (organic-rich. clay)"	""	"Mallia"	"Core C6. d:4.97-5.01"	"Neolithic"		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"	"borehole in Malia marsh"	"Dalongeville2001;Lespezetal2001;Lespezetal2003"
1887	"Ly-7121"			"Environmental"	4765	165				"plant matter"	""	"Mallia"	"Core C6. d:5.30-5.34"	"Neolithic"		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"	"borehole in Malia marsh"	"Dalongeville2001;Lespezetal2001;Lespezetal2003"
1888	"Ly-7122"			"Environmental"	7440	80				"sediment (organic-rich. clay)"	""	"Mallia"	"Core C6. d:6.92-7.14"	"Holocene"		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"	"borehole in Malia marsh"	"Dalongeville2001;Lespezetal2001;Lespezetal2003"
1889	"Ly-7184"	"SacA-20354"			4605	30				"bone"	"Animalia"	"Merenda. Markopoulo"	"SID:1.Group ZIIa, chamber 5, Layer A, d:1.82-2.38"	"Final Neolithic/Early Bronze Age (transition)"		"settlement"	"Attica"	"GR"	"23.969525"	"37.881755"		"Maniatisetal2016"
1890	"Ly-7185"	"SacA-20355"			4535	30				"bone"	"Animalia"	"Merenda. Markopoulo"	"SID:3. Group ZII, chamber 7, Layer E, d:1.65-1.77"	"Final Neolithic/Early Bronze Age (transition)"		"settlement"	"Attica"	"GR"	"23.969525"	"37.881755"		"Maniatisetal2016"
1891	"Ly-7186"	"SacA-20356"			4405	35				"bone"	"Animalia"	"Merenda. Markopoulo"	"SID:4. Group HIII-TIII, chamber 2, Layer C, d:1.50-1.76"	"Final Neolithic/Early Bronze Age (transition)"		"settlement"	"Attica"	"GR"	"23.969525"	"37.881755"		"Maniatisetal2016"
1892	"Ly-7187"			"Environmental"	2350	30				"plant matter"	""	"Fidokoryphi"	"Core FC1. Ech. FC1-2, d:1.90-1.92"	""		"landscape"	"Central Macedonia"	"GR"	"23.815303"	"40.91468"		"Lespezetal2016"
1893	"Ly-7188"			"Environmental"	6665	35				"sediment (organic-rich. silt)"	""	"Fidokoryphi"	"Core FC2. Ech. FC2-9B, d:8.98"	""		"landscape"	"Central Macedonia"	"GR"	"23.815303"	"40.91468"		"Lespezetal2016"
1894	"Ly-7189"			"Withdrawn"				"CRA:>45000"		"charcoal"	""	"Fidokoryphi"	"Core FC4. Ech. FC4-2, d:1.28"	""		"landscape"	"Central Macedonia"	"GR"	"23.815303"	"40.91468"		"Lespezetal2016"
1895	"Ly-7190"			"Environmental"	4630					""	""	"Fidokoryphi"		""		"landscape"	"Central Macedonia"	"GR"	"23.815303"	"40.91468"		"CDRC2016"
1896	"Ly-7191"			"Environmental"	3665					""	""	"Fidokoryphi"		""		"landscape"	"Central Macedonia"	"GR"	"23.815303"	"40.91468"		"CDRC2016"
1897	"Ly-7192"			"Environmental"	2255	30				"sediment (organic-rich. silt)"	""	"Fidokoryphi"	"Core FC7. Ech. FC7-5, d:4.60-4.63"	""		"landscape"	"Central Macedonia"	"GR"	"23.815303"	"40.91468"		"Lespezetal2016"
1898	"Ly-7193"			"Environmental"	2610	30				"plant matter"	""	"Fidokoryphi"	"Core FC7. Ech. FC7-7, d:6.62-6.72"	""		"landscape"	"Central Macedonia"	"GR"	"23.815303"	"40.91468"		"Lespezetal2016"
1899	"Ly-7194"				5005					""	""	"Kryoneri. Nea Kerdyllia"		""		"settlement"	"Central Macedonia"	"GR"	"23.826767"	"40.838396"		"CDRC2016"
1900	"Ly-7195"			"Environmental"				"CRA:>32000"		"sediment"	""	"Dikili Tash"	"Core I. alt:46.90-47.05"	"Pleistocene"		"landscape"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"	"peat"	"LespezDalongeville1998"
1901	"Ly-7196"			"Environmental"	32140	140				"sediment"	""	"Dikili Tash"	"Core I. alt:44.00-44.10"	"Pleistocene"		"landscape"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"	"peat"	"LespezDalongeville1998;Lespezetal2000"
1902	"Ly-7197"			"Environmental"	23460	460				"sediment"	""	"Dikili Tash"	"Core I. alt:43.00"	"Pleistocene"		"landscape"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"	"gyttja"	"LespezDalongeville1998;Lespezetal2000"
1903	"Ly-7198"			"Environmental"	22550	600				"sediment"	""	"Dikili Tash"	"Core I. alt:42.30-42.50"	"Pleistocene"		"landscape"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"	"gyttja and peat"	"LespezDalongeville1998;Lespezetal2000"
1904	"SacA-20360"	"Lyon-7198"			4805	35				"fruit (charred)"	""	"Amygdalies. Mikrothives"	"SID:778. Square 64, House D, Unit 35, d:1.00"	"Modern"		"settlement"	"Thessaly"	"GR"	"22.736078"	"39.267626"		"Maniatisetal2016"
1905	"Ly-7199"			"Environmental"	31615	2145				"sediment"	""	"Dikili Tash"	"Core I. alt:42.00"	"Pleistocene"		"landscape"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"	"gyttja and sand laminations"	"LespezDalongeville1998"
1906	"SacA-20361"	"Lyon-7199"			4805	35				"fruit (charred)"	""	"Amygdalies. Mikrothives"	"SID:787. Square 70, House D, Unit 41, d:1.00"	"Final Neolithic/Early Bronze Age (transition)"		"settlement"	"Thessaly"	"GR"	"22.736078"	"39.267626"		"Maniatisetal2016"
1907	"SacA-20362"	"Lyon-7200"			4620	35	"-19.86"			"charcoal"	""	"Amygdalies. Mikrothives"	"SID:1191. Square 39, House A, Unit 47, d:1.00"	"Final Neolithic/Early Bronze Age (transition)"		"settlement"	"Thessaly"	"GR"	"22.736078"	"39.267626"		"Maniatisetal2016"
1908	"Ly-7200"			"Environmental"	35150	1145				"sediment"	""	"Dikili Tash"	"Core I. alt:40.40-40.60"	"Pleistocene"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"	"gyttja and sand laminations"	"Lespezetal2000"
1909	"Ly-7201"	"SacA-20363"			5635	35				"charcoal"	""	"Aghia Triadha. Karystos"	"SID:26/3. Trench 3, Layer 4, d:0.70"	"Aegean Neolithic I;Late Neolithic Ib"		"cave"	"Central Greece"	"GR"	"24.421244"	"38.04226"		"Maniatisetal2016"
1910	"Lyon-7540"			"Environmental?"	4770					""	""	"Nea Nikomedeia"		""		"settlement"	"Central Macedonia"	"GR"	"22.266226"	"40.603447"	"same CRA value as Lyon-7545 according to CDRC 2016"	"CDRC2016"
1911	"Lyon-7541"			"Environmental?"	5255					""	""	"Nea Nikomedeia"		""		"settlement"	"Central Macedonia"	"GR"	"22.266226"	"40.603447"		"CDRC2016"
1912	"Lyon-7542"			"Environmental?"	1245					""	""	"Nea Nikomedeia"		""		"settlement"	"Central Macedonia"	"GR"	"22.266226"	"40.603447"		"CDRC2016"
1913	"Lyon-7543"			"Environmental?"	8540					""	""	"Nea Nikomedeia"		""		"settlement"	"Central Macedonia"	"GR"	"22.266226"	"40.603447"		"CDRC2016"
1914	"Lyon-7544"			"Environmental?"	2930					""	""	"Nea Nikomedeia"		""		"settlement"	"Central Macedonia"	"GR"	"22.266226"	"40.603447"		"CDRC2016"
1915	"Lyon-7545"			"Environmental?"	4770					""	""	"Nea Nikomedeia"		""		"settlement"	"Central Macedonia"	"GR"	"22.266226"	"40.603447"	"same CRA value as Lyon-7540 according to CDRC 2016"	"CDRC2016"
1916	"Lyon-7546"			"Environmental?"	5095					""	""	"Nea Nikomedeia"		""		"settlement"	"Central Macedonia"	"GR"	"22.266226"	"40.603447"		"CDRC2016"
1917	"Lyon-7547"			"Environmental?"	8095					""	""	"Nea Nikomedeia"		""		"settlement"	"Central Macedonia"	"GR"	"22.266226"	"40.603447"		"CDRC2016"
1918	"Lyon-7548"			"Environmental?"	4130					""	""	"Nea Nikomedeia"		""		"settlement"	"Central Macedonia"	"GR"	"22.266226"	"40.603447"		"CDRC2016"
1919	"Lyon-7549"			"Environmental?"	7310					""	""	"Nea Nikomedeia"		""		"settlement"	"Central Macedonia"	"GR"	"22.266226"	"40.603447"		"CDRC2016"
1920	"Ly-7576"			"Environmental"	26060	1190				"sediment"	""	"Dikili Tash"	"Core E. alt:48.00-48.20"	"Pleistocene"		"landscape"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"	"gyttja"	"Lespezetal2000"
1921	"SacA-22576"	"Ly-7615"			6665	35				"charcoal"	""	"Dikili Tash"	"Core 1. 1051-001, h:54.66-54.51"	"Middle Neolithic"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"BramiZanotti2015;Lespezetal2013;Weninger2017"
1922	"SacA-22577"	"Ly-7616"			6890	35				"seed"	""	"Dikili Tash"	"Core 1. 1056-001, h:54.11-54.03"	"Early/Middle Neolithic"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"BramiZanotti2015;Lespezetal2013;Weninger2017"
1923	"SacA-22578"	"Ly-7617"			7165	40				"charcoal"	""	"Dikili Tash"	"Core 1. 1059-002, h:53.66–53.33"	"Early/Middle Neolithic"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"BramiZanotti2015;Lespezetal2013;Weninger2017"
1924	"Ly-7618"	"SacA-22579"			5365	30				"charcoal"	""	"Dikili Tash"	"SID:2068-009. Sector 2, Unit 2068, alt:55.29"	"Late Neolithic II (end)"	"post-Dikili Tash II (late)"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"Maniatisetal2016"
1925	"Ly-7619"	"SacA-22580"			5710	35				"charcoal"	""	"Dikili Tash"	"SID:2074-003. Sector 2, Unit 2074, alt:55.13-54.76"	"Late Neolithic II"	"Dikili Tash II"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"Maniatisetal2016"
1926	"Ly-7620"	"SacA-22581"			7065	35				"charcoal"	""	"Dikili Tash"	"SID:2075-005. Sector 2, Unit 2075, alt:54.89"	"Late Neolithic II"	"Dikili Tash II"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"Maniatisetal2016"
1927	"Ly-7621"	"SacA-22582"			5750	30				"charcoal"	""	"Dikili Tash"	"SID:2087-005. Sector 2, Unit 2087, alt:54.80"	"Late Neolithic II"	"Dikili Tash II"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"Maniatisetal2016"
1928	"SacA-22583"	"Ly-7622"			6940	35				"charcoal"	""	"Dikili Tash"	"Core 5. 2906-002, h:53.85–53.45"	"Early Neolithic?"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"BramiZanotti2015;Lespezetal2013;Weninger2017"
1929	"SacA-22584"	"Ly-7623"			6310	35				"charcoal"	""	"Dikili Tash"	"Core 6. 2950-001, h:53.60–52.86"	"Early Neolithic?"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"BramiZanotti2015;Lespezetal2013;Weninger2017"
1930	"SacA-22585"	"Ly-7624"			6950	35				"charcoal"	""	"Dikili Tash"	"Core 2. 8045-001, h:54.13–53.82"	"Early Neolithic (late)"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"BramiZanotti2015;Lespezetal2013;Weninger2017"
1931	"SacA-22586"	"Ly-7625"			7115	35				"charcoal"	""	"Dikili Tash"	"Core 2. 8050-001, h:53.01–52.77"	"Early Neolithic"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"BramiZanotti2015;Lespezetal2013;Weninger2017"
1932	"SacA-22587"	"Ly-7626"			7495	35				"charcoal"	""	"Dikili Tash"	"Core 2. 8052-001, h:52.53–52.39"	"Early Neolithic"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"BramiZanotti2015;Lespezetal2013;Weninger2017"
1933	"SacA-22588"	"Ly-7627"			6210	35				"charcoal"	""	"Dikili Tash"	"Core 3. 9023-001, h:56.33–56.15"	"Late Neolithic I"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"BramiZanotti2015;Lespezetal2013;Weninger2017"
1934	"SacA-22589"	"Ly-7628"			6825	35				"charcoal"	""	"Dikili Tash"	"Core 3. 9030-001, h:55.58–55.54"	"Middle Neolithic"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"BramiZanotti2015;Lespezetal2013;Weninger2017"
1935	"SacA-22590"	"Ly-7629"			7040	35				"charcoal"	""	"Dikili Tash"	"Core 3. 9040-001, h:54.28–54.08"	"Early Neolithic"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"BramiZanotti2015;Lespezetal2013;Weninger2017"
1936	"SacA-22591"	"Ly-7630"			7405	35				"charcoal"	""	"Dikili Tash"	"Core 3. 9045-001, h:53.53–53.26"	"Early Neolithic"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"BramiZanotti2015;Lespezetal2013;Weninger2017"
1937	"SacA-22592"	"Ly-7631"			7560	35				"charcoal"	""	"Dikili Tash"	"Core 3. 9048-001, h:52.97–52.74"	"Early Neolithic"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"BramiZanotti2015;Lespezetal2013;Weninger2017"
1938	"SacA-22593"	"Ly-7632"			7505	35				"charcoal"	""	"Dikili Tash"	"Core 3. 9051-001, h:52.69–52.52"	"Early Neolithic"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"BramiZanotti2015;Lespezetal2013;Weninger2017"
1939	"SacA-22594"	"Ly-7633"			6530	35				"charcoal"	""	"Dikili Tash"	"Core 4. 10011-001, h:57.77–57.44"	"Late Neolithic II"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"BramiZanotti2015;Lespezetal2013;Weninger2017"
1940	"SacA-22595"	"Ly-7634"			6230	35				"charcoal"	""	"Dikili Tash"	"Core 4. 10021-001, h:56.00–55.98"	"Middle Neolithic"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"BramiZanotti2015;Lespezetal2013;Weninger2017"
1941	"SacA-22596"	"Ly-7635"			6960	35				"charcoal"	""	"Dikili Tash"	"Core 4. 10023-001, h:55.97–55.93"	"Middle Neolithic"		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"BramiZanotti2015;Lespezetal2013;Weninger2017"
1942	"Ly-7636"	"SacA-22597"			5645	50				"charcoal"	""	"Aghia Triadha. Karystos"	"SID:34. Trench 4, Layer 13, d:1.67"	"Aegean Neolithic I;Late Neolithic Ib"		"cave"	"Central Greece"	"GR"	"24.421244"	"38.04226"		"Maniatisetal2016"
1943	"Ly-7637"	"SacA-22598"			5060	50				"charcoal"	""	"Aghia Triadha. Karystos"	"SID:26/3. Trench 4, Layer 6, d:1.56"	"Late Neolithic II"	"Attica-Kephala"	"cave"	"Central Greece"	"GR"	"24.421244"	"38.04226"		"Maniatisetal2016"
1944	"Ly-7638"	"SacA-22599"			6190	50				"charcoal"	""	"Makrychori. Larissa"	"SID:DA1-4. Square A27, Unit 17"	"Middle Neolithic-Late Neolithic I (transition)"		"settlement"	"Thessaly"	"GR"	"22.502573"	"39.797347"		"Maniatisetal2016"
1945	"Ly-7639"	"SacA-22600"			6420	50				"charcoal"	""	"Makrychori. Larissa"	"SID:DA3-4. Square A29, Layer 9, Unit 21/23"	"Middle Neolithic-Late Neolithic I (transition)"		"settlement"	"Thessaly"	"GR"	"22.502573"	"39.797347"		"Maniatisetal2016"
1946	"Ly-7640"	"SacA-22601"			5720	50	"-24"			"charcoal"	""	"Palioskala Agias"	"SID:DA 3. Square E21, Layer 3, Unit 17"	"Late Neolithic II-Final Neolithic"		"settlement"	"Thessaly"	"GR"	"22.785859"	"39.535641"		"Maniatisetal2016"
1947	"Ly-7641"	"SacA-22603"			5260	50				"charcoal"	""	"Palioskala Agias"	"SID:DA 1. Square H26, Layer 4, Unit 9, d:1.48"	"Final Neolithic (transition)"		"settlement"	"Thessaly"	"GR"	"22.785859"	"39.535641"		"Maniatisetal2016"
1948	"Ly-7642"	"SacA-22604"			5170	50				"charcoal"	""	"Palioskala Agias"	"SID:DA 1-6. Square T13, Unit 29-30, d:3.64-3.81"	"Final Neolithic (transition)"		"settlement"	"Thessaly"	"GR"	"22.785859"	"39.535641"		"Maniatisetal2016"
1949	"Ly-7643"	"SacA-22604"			1845	45				"charcoal"	""	"Palioskala Agias"	"SID:DA 1. Square Δ18-19, Layer 2a, Unit 24, d:1.75"	"Late Neolithic II"		"settlement"	"Thessaly"	"GR"	"22.785859"	"39.535641"		"Maniatisetal2016"
1950	"Ly-7644"	"SacA-22605"			5590	50				"charcoal"	""	"Rachmani (Makrichori 4)"	"SID:AME 28. Square Δ2, Layer 5, unit 24 (from inside well), d:1.15"	"Final Neolithic"		"settlement"	"Thessaly"	"GR"	"22.477864"	"39.757809"		"Maniatisetal2016"
1951	"Ly-7645"	"SacA-22606"			5775	50				"charcoal"	""	"Rachmani (Makrichori 4)"	"SID:DA 1. Square T1-11, Unit 25"	"Late Neolithic II"		"settlement"	"Thessaly"	"GR"	"22.477864"	"39.757809"		"Maniatisetal2016"
1952	"Ly-7646"	"SacA-22607"			5820	50				"charcoal"	""	"Rachmani (Makrichori 4)"	"SID:DA 1-3. Square Δ1, Layer 8, Unit 30/33"	"Late Neolithic II"		"settlement"	"Thessaly"	"GR"	"22.477864"	"39.757809"		"Maniatisetal2016"
1953	"Ly-7647"	"SacA-22608"			5380	50				"charcoal"	""	"Mandra. Koilada"	"SID:DA 16-17. Square P2, Ditch, Unit 18, d:2.59"	"Late Neolithic II (classic Dimini)"		"settlement"	"Thessaly"	"GR"	"22.260909"	"39.615728"		"Maniatisetal2016"
1954	"Ly-7648"	"SacA-22609"			5920	50				"charcoal"	""	"Mandra. Koilada"	"Square M.K2-K3. Layer 3a, Unit 24/25, d:2.60"	"Late Neolithic II (classic Dimini)"		"settlement"	"Thessaly"	"GR"	"22.260909"	"39.615728"		"Maniatisetal2016"
